,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class,fname,labels
1664,57,70,651,355,137,cars_train/01665.jpg,Hyundai Sonata Sedan 2012
1665,252,167,483,266,151,cars_train/01666.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012
1666,42,61,433,288,145,cars_train/01667.jpg,Jeep Wrangler SUV 2012
1667,24,156,448,419,118,cars_train/01668.jpg,GMC Savana Van 2012
1668,24,71,611,423,132,cars_train/01669.jpg,Hyundai Veracruz SUV 2012
1669,9,16,204,136,189,cars_train/01670.jpg,Volkswagen Golf Hatchback 2012
1670,23,365,529,717,46,cars_train/01671.jpg,Buick Regal GS 2012
1671,15,67,398,253,32,cars_train/01672.jpg,BMW X6 SUV 2012
1672,56,146,575,403,80,cars_train/01673.jpg,Chrysler PT Cruiser Convertible 2008
1673,180,43,870,713,166,cars_train/01674.jpg,Mitsubishi Lancer Sedan 2012
1674,49,59,591,273,34,cars_train/01675.jpg,BMW M5 Sedan 2010
1675,130,169,1537,1156,97,cars_train/01676.jpg,Eagle Talon Hatchback 1998
1676,23,58,351,248,43,cars_train/01677.jpg,Bentley Continental Flying Spur Sedan 2007
1677,82,95,416,268,9,cars_train/01678.jpg,Aston Martin Virage Convertible 2012
1678,14,137,621,429,63,cars_train/01679.jpg,Chevrolet Express Cargo Van 2007
1679,37,137,997,602,8,cars_train/01680.jpg,Aston Martin V8 Vantage Coupe 2012
1680,69,282,1197,785,32,cars_train/01681.jpg,BMW X6 SUV 2012
1681,105,102,624,372,82,cars_train/01682.jpg,Dodge Caliber Wagon 2012
1682,19,55,244,160,85,cars_train/01683.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
1683,71,204,686,371,150,cars_train/01684.jpg,Lamborghini Aventador Coupe 2012
1684,56,224,1210,662,92,cars_train/01685.jpg,Dodge Challenger SRT8 2011
1685,39,61,348,283,112,cars_train/01686.jpg,Ford F-150 Regular Cab 2012
1686,16,29,180,119,29,cars_train/01687.jpg,BMW 3 Series Wagon 2012
1687,205,34,1333,864,105,cars_train/01688.jpg,Ford F-450 Super Duty Crew Cab 2012
1688,16,54,295,158,79,cars_train/01689.jpg,Chrysler Crossfire Convertible 2008
1689,23,34,190,96,69,cars_train/01690.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
1690,55,158,961,677,49,cars_train/01691.jpg,Buick Enclave SUV 2012
1691,79,300,627,589,139,cars_train/01692.jpg,Hyundai Azera Sedan 2012
1692,40,43,988,701,130,cars_train/01693.jpg,Hyundai Santa Fe SUV 2012
1693,25,96,637,399,73,cars_train/01694.jpg,Chevrolet Silverado 1500 Extended Cab 2012
1694,29,45,228,167,130,cars_train/01695.jpg,Hyundai Santa Fe SUV 2012
1695,43,30,247,147,187,cars_train/01696.jpg,Toyota Corolla Sedan 2012
1696,112,31,496,348,117,cars_train/01697.jpg,GMC Terrain SUV 2012
1697,57,67,256,179,122,cars_train/01698.jpg,Geo Metro Convertible 1993
1698,19,18,254,198,188,cars_train/01699.jpg,Toyota 4Runner SUV 2012
1699,42,77,573,431,17,cars_train/01700.jpg,Audi 100 Wagon 1994
1700,82,42,254,159,94,cars_train/01701.jpg,Dodge Durango SUV 2007
1701,97,77,495,405,59,cars_train/01702.jpg,Chevrolet HHR SS 2010
1702,123,35,487,297,45,cars_train/01703.jpg,Bugatti Veyron 16.4 Coupe 2009
1703,28,28,378,239,83,cars_train/01704.jpg,Dodge Caliber Wagon 2007
1704,22,101,380,235,2,cars_train/01705.jpg,Acura TL Sedan 2012
1705,19,74,381,232,6,cars_train/01706.jpg,Acura ZDX Hatchback 2012
1706,79,165,744,556,55,cars_train/01707.jpg,Chevrolet Corvette ZR1 2012
1707,80,169,366,254,45,cars_train/01708.jpg,Bugatti Veyron 16.4 Coupe 2009
1708,236,133,472,319,95,cars_train/01709.jpg,Dodge Charger Sedan 2012
1709,149,76,1497,937,54,cars_train/01710.jpg,Chevrolet Corvette Convertible 2012
1710,231,72,1007,667,153,cars_train/01711.jpg,Land Rover Range Rover SUV 2012
1711,25,237,606,447,70,cars_train/01712.jpg,Chevrolet Express Van 2007
1712,43,237,515,445,170,cars_train/01713.jpg,Nissan 240SX Coupe 1998
1713,25,61,583,277,25,cars_train/01714.jpg,BMW ActiveHybrid 5 Sedan 2012
1714,19,114,620,426,12,cars_train/01715.jpg,Audi A5 Coupe 2012
1715,60,91,588,373,2,cars_train/01716.jpg,Acura TL Sedan 2012
1716,9,51,489,295,152,cars_train/01717.jpg,Lamborghini Diablo Coupe 2001
1717,65,132,1790,1150,148,cars_train/01718.jpg,Jeep Compass SUV 2012
1718,42,81,241,164,30,cars_train/01719.jpg,BMW 6 Series Convertible 2007
1719,9,147,1022,612,166,cars_train/01720.jpg,Mitsubishi Lancer Sedan 2012
1720,21,47,615,408,95,cars_train/01721.jpg,Dodge Charger Sedan 2012
1721,10,61,435,282,104,cars_train/01722.jpg,Fisker Karma Sedan 2012
1722,7,129,796,475,157,cars_train/01723.jpg,Maybach Landaulet Convertible 2012
1723,67,177,626,480,114,cars_train/01724.jpg,Ford Focus Sedan 2007
1724,211,73,645,352,177,cars_train/01725.jpg,Scion xD Hatchback 2012
1725,73,97,587,375,161,cars_train/01726.jpg,Mercedes-Benz C-Class Sedan 2012
1726,32,1,511,236,125,cars_train/01727.jpg,Honda Odyssey Minivan 2012
1727,27,27,249,160,155,cars_train/01728.jpg,Lincoln Town Car Sedan 2011
1728,15,113,469,317,149,cars_train/01729.jpg,Lamborghini Reventon Coupe 2008
1729,59,172,593,359,149,cars_train/01730.jpg,Lamborghini Reventon Coupe 2008
1730,80,78,400,326,66,cars_train/01731.jpg,Chevrolet Malibu Hybrid Sedan 2010
1731,12,134,677,432,86,cars_train/01732.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
1732,194,364,1292,837,12,cars_train/01733.jpg,Audi A5 Coupe 2012
1733,237,435,1000,876,139,cars_train/01734.jpg,Hyundai Azera Sedan 2012
1734,30,224,462,396,172,cars_train/01735.jpg,Porsche Panamera Sedan 2012
1735,20,56,419,265,68,cars_train/01736.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
1736,27,41,635,459,131,cars_train/01737.jpg,Hyundai Tucson SUV 2012
1737,14,38,224,173,133,cars_train/01738.jpg,Hyundai Sonata Hybrid Sedan 2012
1738,41,71,488,309,194,cars_train/01739.jpg,Volvo XC90 SUV 2007
1739,2,59,429,262,154,cars_train/01740.jpg,Land Rover LR2 SUV 2012
1740,52,31,423,275,138,cars_train/01741.jpg,Hyundai Elantra Touring Hatchback 2012
1741,11,9,255,182,130,cars_train/01742.jpg,Hyundai Santa Fe SUV 2012
1742,39,201,1003,681,79,cars_train/01743.jpg,Chrysler Crossfire Convertible 2008
1743,39,64,558,215,143,cars_train/01744.jpg,Jaguar XK XKR 2012
1744,24,49,996,767,70,cars_train/01745.jpg,Chevrolet Express Van 2007
1745,28,155,860,403,78,cars_train/01746.jpg,Chrysler 300 SRT-8 2010
1746,92,77,585,409,168,cars_train/01747.jpg,Nissan NV Passenger Van 2012
1747,69,181,424,373,129,cars_train/01748.jpg,Hyundai Veloster Hatchback 2012
1748,7,52,130,129,156,cars_train/01749.jpg,MINI Cooper Roadster Convertible 2012
1749,51,57,590,402,2,cars_train/01750.jpg,Acura TL Sedan 2012
1750,22,24,378,170,52,cars_train/01751.jpg,Cadillac Escalade EXT Crew Cab 2007
1751,49,138,560,386,59,cars_train/01752.jpg,Chevrolet HHR SS 2010
1752,1,14,300,174,41,cars_train/01753.jpg,Bentley Continental GT Coupe 2012
1753,70,164,905,698,131,cars_train/01754.jpg,Hyundai Tucson SUV 2012
1754,7,44,253,154,12,cars_train/01755.jpg,Audi A5 Coupe 2012
1755,514,43,1063,360,159,cars_train/01756.jpg,McLaren MP4-12C Coupe 2012
1756,55,72,410,239,37,cars_train/01757.jpg,BMW Z4 Convertible 2012
1757,1,103,639,480,113,cars_train/01758.jpg,Ford F-150 Regular Cab 2007
1758,23,52,288,183,180,cars_train/01759.jpg,Suzuki Aerio Sedan 2007
1759,38,31,180,112,122,cars_train/01760.jpg,Geo Metro Convertible 1993
1760,23,27,611,426,182,cars_train/01761.jpg,Suzuki SX4 Hatchback 2012
1761,1,700,1189,1159,11,cars_train/01762.jpg,Audi RS 4 Convertible 2008
1762,104,122,450,335,174,cars_train/01763.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
1763,79,134,587,364,148,cars_train/01764.jpg,Jeep Compass SUV 2012
1764,56,40,195,160,110,cars_train/01765.jpg,Ford Ranger SuperCab 2011
1765,20,33,414,278,89,cars_train/01766.jpg,Dodge Dakota Crew Cab 2010
1766,84,107,496,254,10,cars_train/01767.jpg,Aston Martin Virage Coupe 2012
1767,26,149,626,425,8,cars_train/01768.jpg,Aston Martin V8 Vantage Coupe 2012
1768,65,66,386,270,147,cars_train/01769.jpg,Jeep Grand Cherokee SUV 2012
1769,86,159,659,406,46,cars_train/01770.jpg,Buick Regal GS 2012
1770,40,53,561,346,155,cars_train/01771.jpg,Lincoln Town Car Sedan 2011
1771,35,42,274,154,38,cars_train/01772.jpg,Bentley Continental Supersports Conv. Convertible 2012
1772,7,69,289,216,107,cars_train/01773.jpg,Ford Freestar Minivan 2007
1773,27,124,732,521,194,cars_train/01774.jpg,Volvo XC90 SUV 2007
1774,15,36,629,291,30,cars_train/01775.jpg,BMW 6 Series Convertible 2007
1775,49,177,388,318,174,cars_train/01776.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012
1776,66,71,388,309,100,cars_train/01777.jpg,Ferrari FF Coupe 2012
1777,36,99,585,426,21,cars_train/01778.jpg,Audi S5 Coupe 2012
1778,26,181,879,562,111,cars_train/01779.jpg,Ford GT Coupe 2006
1779,95,194,505,464,167,cars_train/01780.jpg,Nissan Leaf Hatchback 2012
1780,29,74,619,376,116,cars_train/01781.jpg,Ford Fiesta Sedan 2012
1781,48,9,610,247,16,cars_train/01782.jpg,Audi 100 Sedan 1994
1782,39,44,472,247,14,cars_train/01783.jpg,Audi R8 Coupe 2012
1783,19,184,886,722,94,cars_train/01784.jpg,Dodge Durango SUV 2007
1784,22,69,231,154,72,cars_train/01785.jpg,Chevrolet Malibu Sedan 2007
1785,114,67,553,371,9,cars_train/01786.jpg,Aston Martin Virage Convertible 2012
1786,11,26,98,68,122,cars_train/01787.jpg,Geo Metro Convertible 1993
1787,9,11,141,85,87,cars_train/01788.jpg,Dodge Sprinter Cargo Van 2009
1788,15,83,561,422,86,cars_train/01789.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
1789,45,81,578,397,112,cars_train/01790.jpg,Ford F-150 Regular Cab 2012
1790,40,58,1916,1018,169,cars_train/01791.jpg,Nissan Juke Hatchback 2012
1791,44,20,1225,739,38,cars_train/01792.jpg,Bentley Continental Supersports Conv. Convertible 2012
1792,8,37,257,175,115,cars_train/01793.jpg,Ford E-Series Wagon Van 2012
1793,115,157,619,361,177,cars_train/01794.jpg,Scion xD Hatchback 2012
1794,28,47,1007,598,77,cars_train/01795.jpg,Chrysler Town and Country Minivan 2012
1795,127,49,552,331,77,cars_train/01796.jpg,Chrysler Town and Country Minivan 2012
1796,25,19,612,302,153,cars_train/01797.jpg,Land Rover Range Rover SUV 2012
1797,42,158,496,355,170,cars_train/01798.jpg,Nissan 240SX Coupe 1998
1798,52,105,233,194,83,cars_train/01799.jpg,Dodge Caliber Wagon 2007
1799,47,97,608,440,123,cars_train/01800.jpg,HUMMER H3T Crew Cab 2010
1800,15,25,239,182,94,cars_train/01801.jpg,Dodge Durango SUV 2007
1801,10,42,298,203,75,cars_train/01802.jpg,Chrysler Aspen SUV 2009
1802,58,48,340,217,12,cars_train/01803.jpg,Audi A5 Coupe 2012
1803,37,334,1486,1120,92,cars_train/01804.jpg,Dodge Challenger SRT8 2011
1804,15,37,284,160,14,cars_train/01805.jpg,Audi R8 Coupe 2012
1805,10,62,252,149,53,cars_train/01806.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
1806,14,135,374,268,33,cars_train/01807.jpg,BMW M3 Coupe 2012
1807,82,133,974,665,74,cars_train/01808.jpg,Chevrolet Silverado 1500 Regular Cab 2012
1808,39,155,555,343,176,cars_train/01809.jpg,Rolls-Royce Phantom Sedan 2012
1809,21,243,617,422,20,cars_train/01810.jpg,Audi S5 Convertible 2012
1810,118,140,364,303,51,cars_train/01811.jpg,Cadillac SRX SUV 2012
1811,57,64,1005,608,58,cars_train/01812.jpg,Chevrolet Camaro Convertible 2012
1812,81,185,385,333,154,cars_train/01813.jpg,Land Rover LR2 SUV 2012
1813,6,128,448,341,193,cars_train/01814.jpg,Volvo 240 Sedan 1993
1814,14,23,250,163,53,cars_train/01815.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
1815,111,92,645,435,77,cars_train/01816.jpg,Chrysler Town and Country Minivan 2012
1816,32,14,437,287,51,cars_train/01817.jpg,Cadillac SRX SUV 2012
1817,25,62,555,330,45,cars_train/01818.jpg,Bugatti Veyron 16.4 Coupe 2009
1818,22,52,257,176,7,cars_train/01819.jpg,Aston Martin V8 Vantage Convertible 2012
1819,88,233,956,620,163,cars_train/01820.jpg,Mercedes-Benz E-Class Sedan 2012
1820,87,129,758,358,28,cars_train/01821.jpg,BMW 3 Series Sedan 2012
1821,23,28,600,412,138,cars_train/01822.jpg,Hyundai Elantra Touring Hatchback 2012
1822,82,109,450,300,80,cars_train/01823.jpg,Chrysler PT Cruiser Convertible 2008
1823,55,31,341,238,185,cars_train/01824.jpg,Toyota Sequoia SUV 2012
1824,79,49,555,421,34,cars_train/01825.jpg,BMW M5 Sedan 2010
1825,31,10,621,400,84,cars_train/01826.jpg,Dodge Caravan Minivan 1997
1826,188,282,1585,1157,62,cars_train/01827.jpg,Chevrolet Sonic Sedan 2012
1827,70,105,443,285,48,cars_train/01828.jpg,Buick Verano Sedan 2012
1828,36,103,589,325,138,cars_train/01829.jpg,Hyundai Elantra Touring Hatchback 2012
1829,78,106,709,502,131,cars_train/01830.jpg,Hyundai Tucson SUV 2012
1830,43,69,608,452,115,cars_train/01831.jpg,Ford E-Series Wagon Van 2012
1831,29,18,157,86,0,cars_train/01832.jpg,AM General Hummer SUV 2000
1832,21,97,622,387,10,cars_train/01833.jpg,Aston Martin Virage Coupe 2012
1833,143,91,556,370,123,cars_train/01834.jpg,HUMMER H3T Crew Cab 2010
1834,72,94,577,397,90,cars_train/01835.jpg,Dodge Dakota Club Cab 2007
1835,81,87,581,348,86,cars_train/01836.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
1836,79,118,373,262,89,cars_train/01837.jpg,Dodge Dakota Crew Cab 2010
1837,5,37,280,157,26,cars_train/01838.jpg,BMW 1 Series Convertible 2012
1838,124,43,955,406,25,cars_train/01839.jpg,BMW ActiveHybrid 5 Sedan 2012
1839,98,55,686,463,143,cars_train/01840.jpg,Jaguar XK XKR 2012
1840,5,56,495,210,25,cars_train/01841.jpg,BMW ActiveHybrid 5 Sedan 2012
1841,30,36,452,237,162,cars_train/01842.jpg,Mercedes-Benz SL-Class Coupe 2009
1842,17,87,635,468,185,cars_train/01843.jpg,Toyota Sequoia SUV 2012
1843,33,176,608,468,193,cars_train/01844.jpg,Volvo 240 Sedan 1993
1844,65,65,268,180,161,cars_train/01845.jpg,Mercedes-Benz C-Class Sedan 2012
1845,137,391,926,675,149,cars_train/01846.jpg,Lamborghini Reventon Coupe 2008
1846,160,208,1465,1018,54,cars_train/01847.jpg,Chevrolet Corvette Convertible 2012
1847,23,104,447,306,22,cars_train/01848.jpg,Audi S4 Sedan 2012
1848,12,115,640,470,120,cars_train/01849.jpg,GMC Acadia SUV 2012
1849,309,190,970,506,139,cars_train/01850.jpg,Hyundai Azera Sedan 2012
1850,11,104,293,185,30,cars_train/01851.jpg,BMW 6 Series Convertible 2007
1851,27,21,626,433,7,cars_train/01852.jpg,Aston Martin V8 Vantage Convertible 2012
1852,270,320,999,763,193,cars_train/01853.jpg,Volvo 240 Sedan 1993
1853,82,53,323,173,34,cars_train/01854.jpg,BMW M5 Sedan 2010
1854,81,171,582,452,114,cars_train/01855.jpg,Ford Focus Sedan 2007
1855,49,124,453,280,120,cars_train/01856.jpg,GMC Acadia SUV 2012
1856,11,77,267,180,43,cars_train/01857.jpg,Bentley Continental Flying Spur Sedan 2007
1857,8,61,1023,478,180,cars_train/01858.jpg,Suzuki Aerio Sedan 2007
1858,114,11,542,414,171,cars_train/01859.jpg,Plymouth Neon Coupe 1999
1859,67,119,601,406,190,cars_train/01860.jpg,Volkswagen Golf Hatchback 1991
1860,13,42,497,366,147,cars_train/01861.jpg,Jeep Grand Cherokee SUV 2012
1861,20,103,602,354,101,cars_train/01862.jpg,Ferrari California Convertible 2012
1862,11,60,263,183,126,cars_train/01863.jpg,Honda Odyssey Minivan 2007
1863,64,202,898,574,5,cars_train/01864.jpg,Acura Integra Type R 2001
1864,19,83,631,404,190,cars_train/01865.jpg,Volkswagen Golf Hatchback 1991
1865,364,343,720,543,98,cars_train/01866.jpg,FIAT 500 Abarth 2012
1866,108,8,466,268,194,cars_train/01867.jpg,Volvo XC90 SUV 2007
1867,78,63,564,344,25,cars_train/01868.jpg,BMW ActiveHybrid 5 Sedan 2012
1868,21,34,251,171,121,cars_train/01869.jpg,GMC Canyon Extended Cab 2012
1869,178,424,1828,1090,2,cars_train/01870.jpg,Acura TL Sedan 2012
1870,43,51,232,144,39,cars_train/01871.jpg,Bentley Arnage Sedan 2009
1871,17,29,615,377,176,cars_train/01872.jpg,Rolls-Royce Phantom Sedan 2012
1872,223,160,1420,907,106,cars_train/01873.jpg,Ford Mustang Convertible 2007
1873,17,34,231,163,69,cars_train/01874.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
1874,68,197,1238,721,166,cars_train/01875.jpg,Mitsubishi Lancer Sedan 2012
1875,11,101,618,419,48,cars_train/01876.jpg,Buick Verano Sedan 2012
1876,43,101,961,612,14,cars_train/01877.jpg,Audi R8 Coupe 2012
1877,64,110,738,529,131,cars_train/01878.jpg,Hyundai Tucson SUV 2012
1878,25,44,608,292,30,cars_train/01879.jpg,BMW 6 Series Convertible 2007
1879,120,324,890,731,13,cars_train/01880.jpg,Audi TTS Coupe 2012
1880,47,34,429,258,66,cars_train/01881.jpg,Chevrolet Malibu Hybrid Sedan 2010
1881,8,103,620,368,117,cars_train/01882.jpg,GMC Terrain SUV 2012
1882,36,146,558,342,21,cars_train/01883.jpg,Audi S5 Coupe 2012
1883,55,95,600,410,68,cars_train/01884.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
1884,67,57,560,411,129,cars_train/01885.jpg,Hyundai Veloster Hatchback 2012
1885,11,25,320,225,99,cars_train/01886.jpg,FIAT 500 Convertible 2012
1886,97,326,1519,927,111,cars_train/01887.jpg,Ford GT Coupe 2006
1887,32,114,688,406,77,cars_train/01888.jpg,Chrysler Town and Country Minivan 2012
1888,157,153,392,310,99,cars_train/01889.jpg,FIAT 500 Convertible 2012
1889,210,382,1134,716,25,cars_train/01890.jpg,BMW ActiveHybrid 5 Sedan 2012
1890,56,95,627,368,1,cars_train/01891.jpg,Acura RL Sedan 2012
1891,42,47,292,192,36,cars_train/01892.jpg,BMW X3 SUV 2012
1892,84,86,571,348,118,cars_train/01893.jpg,GMC Savana Van 2012
1893,51,84,616,398,136,cars_train/01894.jpg,Hyundai Genesis Sedan 2012
1894,76,181,938,748,75,cars_train/01895.jpg,Chrysler Aspen SUV 2009
1895,107,7,679,258,154,cars_train/01896.jpg,Land Rover LR2 SUV 2012
1896,28,172,961,767,113,cars_train/01897.jpg,Ford F-150 Regular Cab 2007
1897,246,169,589,353,48,cars_train/01898.jpg,Buick Verano Sedan 2012
1898,20,90,632,339,134,cars_train/01899.jpg,Hyundai Elantra Sedan 2007
1899,11,15,277,157,114,cars_train/01900.jpg,Ford Focus Sedan 2007
1900,56,92,446,327,6,cars_train/01901.jpg,Acura ZDX Hatchback 2012
1901,1,77,449,233,121,cars_train/01902.jpg,GMC Canyon Extended Cab 2012
1902,154,277,1453,979,84,cars_train/01903.jpg,Dodge Caravan Minivan 1997
1903,11,20,193,140,75,cars_train/01904.jpg,Chrysler Aspen SUV 2009
1904,25,98,617,386,68,cars_train/01905.jpg,Chevrolet Silverado 2500HD Regular Cab 2012
1905,9,28,247,179,75,cars_train/01906.jpg,Chrysler Aspen SUV 2009
1906,45,8,233,178,110,cars_train/01907.jpg,Ford Ranger SuperCab 2011
1907,12,23,787,365,193,cars_train/01908.jpg,Volvo 240 Sedan 1993
1908,185,132,1015,677,37,cars_train/01909.jpg,BMW Z4 Convertible 2012
1909,83,68,551,237,167,cars_train/01910.jpg,Nissan Leaf Hatchback 2012
1910,91,175,567,410,5,cars_train/01911.jpg,Acura Integra Type R 2001
1911,45,50,262,165,118,cars_train/01912.jpg,GMC Savana Van 2012
1912,74,84,963,567,187,cars_train/01913.jpg,Toyota Corolla Sedan 2012
1913,49,43,212,153,115,cars_train/01914.jpg,Ford E-Series Wagon Van 2012
1914,51,117,441,288,135,cars_train/01915.jpg,Hyundai Accent Sedan 2012
1915,6,119,494,276,38,cars_train/01916.jpg,Bentley Continental Supersports Conv. Convertible 2012
1916,38,22,790,450,131,cars_train/01917.jpg,Hyundai Tucson SUV 2012
1917,8,3,135,86,0,cars_train/01918.jpg,AM General Hummer SUV 2000
1918,26,133,618,347,35,cars_train/01919.jpg,BMW M6 Convertible 2010
1919,118,8,790,598,115,cars_train/01920.jpg,Ford E-Series Wagon Van 2012
1920,28,86,345,215,69,cars_train/01921.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
1921,112,274,1534,886,181,cars_train/01922.jpg,Suzuki Kizashi Sedan 2012
1922,64,246,955,590,111,cars_train/01923.jpg,Ford GT Coupe 2006
1923,331,486,1212,917,158,cars_train/01924.jpg,Mazda Tribute SUV 2011
1924,29,86,614,456,77,cars_train/01925.jpg,Chrysler Town and Country Minivan 2012
1925,10,53,631,294,102,cars_train/01926.jpg,Ferrari 458 Italia Convertible 2012
1926,29,108,606,416,108,cars_train/01927.jpg,Ford Expedition EL SUV 2009
1927,1,49,234,141,91,cars_train/01928.jpg,Dodge Magnum Wagon 2008
1928,15,166,488,383,42,cars_train/01929.jpg,Bentley Continental GT Coupe 2007
1929,74,43,839,490,186,cars_train/01930.jpg,Toyota Camry Sedan 2012
1930,94,235,571,486,135,cars_train/01931.jpg,Hyundai Accent Sedan 2012
1931,61,67,570,344,51,cars_train/01932.jpg,Cadillac SRX SUV 2012
1932,96,144,652,394,46,cars_train/01933.jpg,Buick Regal GS 2012
1933,83,322,1415,773,104,cars_train/01934.jpg,Fisker Karma Sedan 2012
1934,171,179,544,381,42,cars_train/01935.jpg,Bentley Continental GT Coupe 2007
1935,78,99,736,438,145,cars_train/01936.jpg,Jeep Wrangler SUV 2012
1936,212,192,578,332,102,cars_train/01937.jpg,Ferrari 458 Italia Convertible 2012
1937,28,42,474,341,69,cars_train/01938.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
1938,37,87,463,298,77,cars_train/01939.jpg,Chrysler Town and Country Minivan 2012
1939,1,7,200,125,176,cars_train/01940.jpg,Rolls-Royce Phantom Sedan 2012
1940,135,753,2152,1461,73,cars_train/01941.jpg,Chevrolet Silverado 1500 Extended Cab 2012
1941,13,49,393,275,126,cars_train/01942.jpg,Honda Odyssey Minivan 2007
1942,32,322,809,652,83,cars_train/01943.jpg,Dodge Caliber Wagon 2007
1943,17,54,288,189,12,cars_train/01944.jpg,Audi A5 Coupe 2012
1944,6,17,262,151,47,cars_train/01945.jpg,Buick Rainier SUV 2007
1945,17,31,289,178,77,cars_train/01946.jpg,Chrysler Town and Country Minivan 2012
1946,3,89,300,260,85,cars_train/01947.jpg,Dodge Ram Pickup 3500 Crew Cab 2010
1947,55,110,454,280,24,cars_train/01948.jpg,Audi TT RS Coupe 2012
1948,15,1,379,221,70,cars_train/01949.jpg,Chevrolet Express Van 2007
1949,80,123,419,293,162,cars_train/01950.jpg,Mercedes-Benz SL-Class Coupe 2009
1950,55,49,669,294,109,cars_train/01951.jpg,Ford Edge SUV 2012
1951,11,31,490,266,0,cars_train/01952.jpg,AM General Hummer SUV 2000
1952,61,368,1223,836,55,cars_train/01953.jpg,Chevrolet Corvette ZR1 2012
1953,17,121,550,344,18,cars_train/01954.jpg,Audi TT Hatchback 2011
1954,334,551,1260,1014,139,cars_train/01955.jpg,Hyundai Azera Sedan 2012
1955,14,63,478,320,55,cars_train/01956.jpg,Chevrolet Corvette ZR1 2012
1956,15,188,463,350,134,cars_train/01957.jpg,Hyundai Elantra Sedan 2007
1957,5,21,273,126,84,cars_train/01958.jpg,Dodge Caravan Minivan 1997
1958,71,137,910,601,65,cars_train/01959.jpg,Chevrolet Cobalt SS 2010
1959,59,224,915,708,168,cars_train/01960.jpg,Nissan NV Passenger Van 2012
1960,21,114,500,452,66,cars_train/01961.jpg,Chevrolet Malibu Hybrid Sedan 2010
1961,69,66,559,333,170,cars_train/01962.jpg,Nissan 240SX Coupe 1998
1962,7,123,637,397,71,cars_train/01963.jpg,Chevrolet Monte Carlo Coupe 2007
1963,160,170,1007,683,91,cars_train/01964.jpg,Dodge Magnum Wagon 2008
1964,38,10,255,199,77,cars_train/01965.jpg,Chrysler Town and Country Minivan 2012
1965,24,37,276,169,31,cars_train/01966.jpg,BMW X5 SUV 2007
1966,2,1,259,194,69,cars_train/01967.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007
1967,41,97,608,392,46,cars_train/01968.jpg,Buick Regal GS 2012
1968,25,120,615,361,83,cars_train/01969.jpg,Dodge Caliber Wagon 2007
1969,32,79,431,228,15,cars_train/01970.jpg,Audi V8 Sedan 1994
1970,92,459,1215,889,76,cars_train/01971.jpg,Chrysler Sebring Convertible 2010
1971,37,67,237,168,4,cars_train/01972.jpg,Acura TSX Sedan 2012
1972,16,12,188,115,157,cars_train/01973.jpg,Maybach Landaulet Convertible 2012
1973,99,114,306,191,189,cars_train/01974.jpg,Volkswagen Golf Hatchback 2012
1974,159,307,997,605,56,cars_train/01975.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
1975,38,154,474,301,160,cars_train/01976.jpg,Mercedes-Benz 300-Class Convertible 1993
1976,53,45,530,370,86,cars_train/01977.jpg,Dodge Ram Pickup 3500 Quad Cab 2009
1977,13,23,244,160,50,cars_train/01978.jpg,Cadillac CTS-V Sedan 2012
1978,131,264,470,434,106,cars_train/01979.jpg,Ford Mustang Convertible 2007
1979,97,193,923,631,147,cars_train/01980.jpg,Jeep Grand Cherokee SUV 2012
1980,25,34,413,235,30,cars_train/01981.jpg,BMW 6 Series Convertible 2007
1981,19,68,476,338,106,cars_train/01982.jpg,Ford Mustang Convertible 2007
1982,102,163,723,454,52,cars_train/01983.jpg,Cadillac Escalade EXT Crew Cab 2007
1983,12,189,741,415,56,cars_train/01984.jpg,Chevrolet Corvette Ron Fellows Edition Z06 2007
1984,35,162,624,456,183,cars_train/01985.jpg,Suzuki SX4 Sedan 2012
1985,47,85,588,374,126,cars_train/01986.jpg,Honda Odyssey Minivan 2007
1986,64,123,548,346,51,cars_train/01987.jpg,Cadillac SRX SUV 2012
1987,32,52,593,324,104,cars_train/01988.jpg,Fisker Karma Sedan 2012
1988,145,182,659,440,143,cars_train/01989.jpg,Jaguar XK XKR 2012
1989,20,75,462,331,32,cars_train/01990.jpg,BMW X6 SUV 2012
1990,63,28,632,351,32,cars_train/01991.jpg,BMW X6 SUV 2012
1991,31,1,640,220,193,cars_train/01992.jpg,Volvo 240 Sedan 1993
1992,31,110,405,263,33,cars_train/01993.jpg,BMW M3 Coupe 2012
1993,28,36,250,143,37,cars_train/01994.jpg,BMW Z4 Convertible 2012
